coffee name,coffee rating,roaster name,roaster country/state,roaster city,coffee origin country,coffee origin city,roast level,whole bean (agtron),after grinding (agtron),price,pricing unit (g),review date,aroma,acidity,body,flavor,aftertaste,blind ass (paragraph),species (paragraph)
Gesha Village Estate Bench Maji Gesha G1,95,Dragonfly Coffee Roasters,Colorado,['Boulder'],['Southern Ethiopia'],['Bench-Maji Zone'],Medium-Light,55.0,78.0,35.0,226.8,May 2017,9.0,9.0,9.0,9.0,9.0,"Delicate, intensely sweet, floral-toned. Star jasmine, tangerine, roasted cacao nib, maple syrup, myrrh in aroma and cup. Lively, sweet-tart acidity; plush, satiny mouthfeel. The resonant finish carries through on the promise of the aroma with deep floral and bright citrus tones, both grounded by hints of cocoa.","Produced from trees of the rare Ethiopia-derived botanical variety Gesha (also Geisha) by Adam and Rachel Overton. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the world’s most unique coffees. Although the Gesha variety originated in Ethiopia, it was “discovered” by the coffee world in 2004 growing in Boquete, Panama, and Panama continues to dominate the expanding world of Gesha. This particular version, however, is the outcome of efforts to commercialize Gesha in the region from which it originally came. This is a wet-processed or “washed” version, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Dragonfly Coffee is a Boulder, Colorado-based micro-roaster that produces high-quality coffees and supports worthy causes. Visit www.dragonflycoffeeroasters.com or call 303-579-2154 for more information."
Bourbon-Barrel-Aged Kenya Baragu,94,Modern Times Coffee,California,['San Diego'],['Central Kenya'],[],Medium-Light,55.0,76.0,20.0,226.8,May 2017,9.0,9.0,9.0,9.0,8.0,"Deeply sweet with a resonantly savory edge; intense and original. Peach, lavender, coconut and oak are complicated by a pleasing alcohol suggestion that no doubt reflects the bourbon-barrel conditioning, but in the sensory context of the coffee reads more brandy- or wine-like. Round, vibrant acidity; satiny mouthfeel. The peach note in particular carries into a flavor-saturated finish.","This exceptional coffee was selected as the No. 25 coffee on Coffee Review’s list of the Top 30 Coffees of 2017. Before roasting, this distinguished Kenya coffee was held for 65 days in barrels previously used to age bourbon whiskey. This coffee tied for the highest rating in a cupping of aged, casked and specially cured coffees for Coffee Review‘s May 2017 tasting report. Modern Times is a well-loved, exuberantly inventive Point Loma, San Diego brewery that has long specialized in coffee-beer crossovers and overlaps. Visit www.moderntimescoffee.com for more information."
Aged Sumatra Ulos Batak Peaberry,94,Equator Coffees & Teas,California,['San Rafael'],['Indonesia'],"['Dolok Sanggul', ' Lintong growing region', ' North Sumatra']",Medium-Light,53.0,73.0,18.0,340.19,May 2017,9.0,9.0,9.0,9.0,8.0,"Complexly structured; tart, sweet-savory, balanced. Mango, cedar, molasses, fresh pipe tobacco, grapefruit zest in aroma and cup. Gently crisp acidity; plush, syrupy mouthfeel. Tobacco, cedar and the mango-like fruit carry into a quiet finish.","This exceptional coffee was selected as the No. 18 coffee on Coffee Review’s list of the Top 30 Coffees of 2017. An unusual coffee in several respects. Coffees like this one from the northern part of the Indonesian island of Sumatra are valued for their complex earth and fruit notes that appear to result largely from unorthodox fruit removal and drying practices called “wet hulling.” This is a particularly refined example of the type. In addition, this coffee was subjected to a deliberate aging process by being held for three years in a specialized warehouse in Singapore. This sample consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. This coffee tied for the highest rating in a cupping of aged, casked and specially cured coffees for Coffee Review‘s May 2017 tasting report. Founded in 1995, Equator Coffees & Teas is a women-owned wholesale coffee roasting company that focuses on sustainability in coffee-sourcing and business practices. Visit www.equatorcoffees.com or call 800-809-7687 for more information."
Colombia La Palma and El Tucan Espresso,94,Kakalove Cafe,Taiwan,['Chia-Yi'],['central Colombia'],['Cundinamarca Department'],Medium-Light,51.0,72.0,16.5,453.59,May 2017,9.0,9.0,9.0,8.0,9.0,"Evaluated as espresso. Richly and roundly bright; chocolaty and floral. Guava, tangerine, dark chocolate, sandalwood, lily in aroma and small cup. Smooth, silky-satiny mouthfeel; dry though flavor-saturated finish. Flowers, sweetly tart fruit and chocolate all carry with rich authority into three parts milk.","This exceptional coffee was selected as the No. 15 coffee on Coffee Review’s list of the Top 30 Coffees of 2017. Produced by Olga Beltran of La Palma & El Tucan, an innovative, quality- and sustainability-focused Colombia producer. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information."
Flight Seasonal Espresso,94,Red Rooster Coffee Roaster,Virginia,['Floyd'],['Ethiopia'],[],Medium-Light,56.0,80.0,14.49,340.19,April 2017,9.0,9.0,9.0,8.0,9.0,"Evaluated as espresso. Intensely aromatic and sweet. White peach, nougat, jasmine, tamarind, myrrh in aroma and small cup. Plush, syrupy mouthfeel; richly drying, floral-toned finish with continued notes of white peach. In three parts milk, all of the aromatic notes converge, perfumy and complex. ","A seasonal espresso blend comprised of three coffees from Ethiopia: a natural-processed Banko Dhadhato, a wet-processed Hambela and a wet-processed Limu. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious coffee and high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information."
Kenya Kabare AA,96,Revel Coffee,Montana,['Billings'],['South-central Kenya'],[],Medium-Light,56.0,77.0,14.5,340.19,April 2017,9.0,9.0,9.0,10.0,9.0,"Delicate, subtle, intricately vibrant. Honey, strawberry guava, lilac, roasted cacao nib, fine musk in aroma and cup. Buoyant, juicy acidity; lush, velvety mouthfeel. The finish is distinctive in its richly drying, yet flavor-saturated originality. All of the aroma and flavor notes from the cup are sustained in the short finish, and strawberry guava and lilac, in particular, persist far into the very long.","This exceptional coffee was selected as the No. 4 coffee on Coffee Review’s list of the Top 30 Coffees of 2017. Produced by the Kabare Cooperative from trees of the admired SL28 and SL34 varieties of Arabica. Despite challenges ranging from unclear government coffee policy and urban encroachment on prime coffee lands to chronically unstable weather, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world’s most elegant and distinctive coffees. AA is the highest grade of Kenya coffee based on bean size and freedom from physical imperfections. Revel Coffee is a micro-roaster located in Billings, Montana. Its motto: “Quality is paramount — a difference you can revel in.” Visit www.revelcoffee.com or call 406-534-9621 for more information."
"Gesha, Gesha Village 1931",94,Mudhouse Coffee Roasters,Virginia,['Charlottesville'],['Southern Ethiopia'],['Bench-Maji Zone'],Medium-Light,56.0,77.0,88.0,226.8,April 2017,9.0,9.0,9.0,9.0,8.0,"Delicately sweet and subtly lush. Honeysuckle, roasted cacao nib, lychee, pink grapefruit zest, myrrh in aroma and cup. Lively, expressive, crisply sweet acidity; velvety-smooth, viscous mouthfeel. The quietly resonant finish is flavor-saturated, leading with honeysuckle and pink grapefruit in the short, rounding to notes of cocoa-toned lychee in the long.","Produced from trees of the rare Ethiopia-derived botanical variety Gesha (also Geisha) by Adam and Rachel Overton. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the world’s most unique coffees. Although the Gesha variety originated in Ethiopia, it was “discovered” by the coffee world in 2004 growing in Boquete, Panama, and Panama continues to dominate the expanding world of Gesha. This particular version, however, is the outcome of efforts to commercialize Gesha in the region from which it originally came. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Mudhouse Coffee Roasters, Roast Magazine’s 2017 Micro-Roaster of the Year, is a small, quality-focused roaster in Charlottesville, Virginia that specializes in “super-specialty” coffees. This focus, along with their commitment to environmentally and socially sustainable coffee production, is what led them to planting a coffee farm in Boquete, Panama along with partners Willem Boot and Kelly Hartmann. Visit www.mudhouse.com for more information."
Aricha Yirgacheffe Ethiopia,94,Barrington Coffee Roasting Co.,Massachusetts,['Lee'],['southern Ethiopia'],['Yirgacheffe growing region'],Medium-Light,58.0,82.0,19.95,340.19,April 2017,9.0,8.0,9.0,9.0,9.0,"Deeply and richly sweet, spice-toned. Violet, baker’s chocolate, star anise, butterscotch, fresh-cut cedar in aroma and cup. Balanced, fruit-toned acidity; syrupy-smooth mouthfeel. The resonant finish extends all the flavor notes of the cup in the short, and consolidates to baker’s chocolate with suggestions of cedar and star anise in the long.","Produced at Kebel Aricha Mill by Surafel Birhanu, who works with more than 700 family farms. Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. This is a “natural” or dry-processed version, meaning the beans were dried inside the fruit, encouraging a flavor profile that is less predictable and deeper than the more familiar wet-processed floral- and citrus-toned Yirgacheffe profile. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops.Barrington Coffee is an artisan roaster dedicated to elite coffees, fresh delivery and roasting that foregrounds the coffee and not the roast. Visit www.barringtoncoffee.com or call 800-528-0998 for more information."
Guatemala Finca Cappuccino “Echo-Lot” Espresso,95,Kakalove Cafe,Taiwan,['Chia-Yi'],['Guatemala'],"['Cobán region', ' Alta Verapaz Department']",Medium-Light,50.0,74.0,14.85,453.59,March 2017,9.0,9.0,9.0,9.0,9.0,"Evaluated as espresso. Deeply floral, chocolate-toned. Wisteria-like flowers, ripe passion fruit, dark chocolate, blood orange zest, frankincense in aroma and small cup. Lively, silky-smooth mouthfeel; resonant, flavor-saturated finish. In three parts milk, the floral and chocolate notes are particularly amplified in harmonious balance. ",This exceptional coffee was selected as the No. 11 coffee on Coffee Review’s list of the Top 30 Coffees of 2017. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.
Ethiopia Guji Shakiso Danbi Uddo,94,Press Coffee Roasters,Arizona,['Phoenix'],['southern Ethiopia'],['Guji Zone'],Medium-Light,56.0,76.0,18.0,340.19,March 2017,9.0,9.0,9.0,9.0,8.0,"Subtly lush, richly sweet-tart. Candied Meyer lemon zest, violet, roasted cacao nib, sandalwood, fine musk in aroma and cup. Crisp, vibrant, balanced acidity; satiny-smooth mouthfeel. The cocoa-toned finish leads with violet-like floral notes in the short, consolidating to sandalwood with a hint of sweet lemon zest in the long.","Southern Ethiopia coffees like this one are produced from traditional Ethiopian varieties of Arabica long grown in the region. When processed by the wet or washed method (fruit skin and pulp are removed before drying) they typically express great aromatic complexity and intensity with a particular emphasis on floral notes. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. This coffee earned the highest rating in a cupping of coffees from roasting companies in the Southwestern United States (Arizona, New Mexico, Texas) for Coffee Review‘s March 2017 tasting report. Based in Phoenix, Arizona, Press Coffee roasts in small batches to ensure the highest quality and consistency, while sharing their knowledge and passion for coffee with customers. Visit www.presscoffee.com for more information."
Kenya AA Gura Auction Lot,94,Branch Street Coffee Roasters,Ohio,['Youngstown'],['Central Kenya'],[],Medium-Light,56.0,76.0,12.75,283.5,February 2017,9.0,9.0,8.0,9.0,9.0,"Delicate, sweetly tart. Red currant, roasted cacao nib, orange zest, graham cracker, marjoram in aroma and cup. Crisp, balanced acidity; velvety mouthfeel. The finish resonates with flavor, particularly savory-sweet red currant and orange zest in the short. sweet marjoram notes in the long.","Despite challenges ranging from unclear government coffee policy and urban encroachment on prime coffee lands to chronically unstable weather, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world’s most elegant and distinctive coffees. Branch Street Coffee Roasters is a small-batch specialty coffee roaster in Youngstown, Ohio. Under the careful eye of owner/roaster Matthew Campbell, each coffee is individually profiled and cupped to ensure peak flavor and consistency.Visit www.branchstreetcoffee.com for more information."
100% Kona Bourbon Pointu Laurina,96,Hula Daddy Kona Coffee,Hawaii,['Holulaloa'],['Hawaii'],"['Holualoa', ' North Kona growing district']",Medium-Light,56.0,76.0,49.95,226.8,February 2017,9.0,9.0,9.0,10.0,9.0,"Complexly layered, richly sweet-savory. Violet, dried fig, almond butter, ginseng, fine musk in aroma and cup. Bright, sweet-tart acidity; delicate, silky-smooth mouthfeel. The intense, resonant finish is saturated with all the flavor notes from the cup, in particular the fruit and floral tones, which ring on and on.","Bourbon Pointu, botanical name var. Laurina, is a rare variety of Arabica that is a  natural mutation of the famous Bourbon variety first selected on Reunion Island in the Indian Ocean. The Bourbon Pointu is famous for its natural low levels of caffeine, bean shape (small and tending to be pointed at the ends, hence “pointu”), and pungently fruit-toned, Bourbon-like cup. This version was produced in Kona, Hawaii. Hula Daddy is a boutique coffee producer with farms at the 1,400 and 2,500 foot levels of the Mount Hualalai volcano near the northern end of the Kona growing district, five minutes above the town of Kailua-Kona. This rare coffee is only available on the Hula Daddy website through their allocation list. Visit www.huladaddy.com or call 888-553-2339 for more information."
Yirgacheffe G1 Idido,95,The Curve Coffee Roasting Co.,Taiwan,['Taichung'],['southern Ethiopia'],['Yirgacheffe growing region'],Medium-Light,56.0,76.0,25.08,226.8,February 2017,9.0,9.0,8.0,10.0,9.0,"Delicately sweet, floral-toned. Narcissus, strawberry, honey, black peppercorn, bergamot zest in aroma and cup. Bright, sweet-savory acidity; velvety mouthfeel. The crisp, flavor-saturated finish leads with narcissus and zesty bergamot in the short, and introduces a tropical, coconut-like note in the long.","Southern Ethiopia coffees like this one are produced from traditional Ethiopian varieties of Arabica long grown in the region. When processed by the wet or washed method (fruit skin and pulp are removed before drying) they typically express great aromatic complexity and intensity with a particular emphasis on floral notes. Like virtually all Ethiopia coffees, this one is produced by villagers on small, garden plots interplanted with food and other subsistence crops. The Curve Coffee Roasting Co. holds classes authorized by the Specialty Coffee Association, as well as roasting and selling around thirty specialty coffees, including rare Taiwan origins. Visit www.thecurvecoffee.com.tw for more information."
Yemen Port of Mokha Hayma Microlot,97,Dragonfly Coffee Roasters,Colorado,['Boulder'],['north-central Yemen'],['Hayma'],Medium,47.0,68.0,85.0,226.8,February 2017,10.0,9.0,9.0,10.0,9.0,"Intricately layered, sweetly tart, harmoniously composed. Aromatic orchid, candied ginger, frankincense, Concord grape, roasted cacao nib in aroma and cup. Bright, juicy, fruit-toned acidity; elegant, satiny mouthfeel. The flavor-saturated finish fulfills the promise of the cup, amplifying all aroma and flavor notes in the short and introducing coconut tones in the long.","This exceptional coffee was selected as the No. 1 coffee on Coffee Review’s list of the Top 30 Coffees of 2017.  Although Ethiopia is the botanical home of Coffea arabica, Yemen introduced the beverage to the rest of the world in the 16th and 17th centuries, and Yemeni coffee is still grown from ancient heirloom cultivars of arabica on stone-walled terraces ringing fortress-like mountaintop villages. All Yemen coffees are natural-processed, or dried in the whole fruit. This particular Yemen may owe its extravagant aromatics to ancient tree varieties, but its superb balance and vivacity is owing to the close-to-heroic work of importer and coffee developer Mokhtar Alkhanshali of Port of Mokha Coffee, who has worked with farmers to improve their picturesque but often haphazard harvesting and drying procedures, and who selects and meticulously transports microlots like this one to the U.S. Dragonfly Coffee is a Boulder, Colorado-based micro-roaster that produces high-quality coffees and supports worthy causes. Visit www.dragonflycoffeeroasters.com or call 303-579-2154 for more information."
Edgar Motta Colombia Pink Bourbon,94,Sweet Bloom Coffee Roasters,Colorado,['Denver'],['Colombia'],"['San Adolfo', ' Acevedo', ' Huila Department']",Medium-Light,59.0,78.0,19.0,340.19,February 2017,9.0,9.0,9.0,9.0,8.0,"Delicate, sweet-toned, subtly complex. Rhododendron, date, graham cracker, pink peppercorn, maple syrup in aroma and cup. Bright, juicy, citrus-like acidity; lightly satiny mouthfeel. The gently drying finish consolidates around notes of date and graham cracker in the short, with suggestions of spicy floral tones (pink peppercorn) in the long.","Produced entirely from the rare Pink Bourbon variety of Arabica, a hybrid of the respected Red and Yellow Bourbon varieties that producers report has some resistance to leaf rust, a devastating disease of the coffee plant. Processed by the wet or washed method (fruit skin and pulp are removed before drying). This coffee tied for the top rating in a cupping of coffees from roasting companies five-years-old or younger for Coffee Review‘s February 2017 tasting report. Founded by Andy Sprenger in 2013, Sweet Bloom develops long-term relationships with coffee producers that emphasize transparency and consistency. Visit www.sweetbloomcoffee.com for more information."
Papua New Guinea PB Kimel Estate,94,Park Avenue Coffee,MIssouri,['St. Louis'],['Papua New Guinea'],"['Waghi Valley', ' Western Highlands Province']",Medium-Light,56.0,70.0,17.49,453.59,February 2017,9.0,9.0,8.0,9.0,9.0,"Sweetly tart, delicately spicy. Pomegranate, cocoa nib, brown sugar, clove, grapefruit blossom in aroma and cup. Big, juicy, sweet-tart acidity; crisp, velvety mouthfeel. All aroma and flavor notes carry harmoniously into a resonant, flavor-saturated finish.","This exceptional coffee was selected as the No. 14 coffee on Coffee Review’s list of the Top 30 Coffees of 2017.  Founded in 1974 by Australian Bobby Gibbs, Kimel Plantation is now owned and operated by traditional landowners, including over 400 families, many of them indigenous Opais people. The high mountain valleys of central Papua New Guinea offer some of the world’s most favorable terroirs for production of fine coffee, although the rugged terrain presents daunting transportation and infrastructure challenges. This sample consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. This coffee tied for the top rating in a cupping of coffees from roasting companies five-years-old or younger for Coffee Review‘s February 2017 tasting report. Park Avenue Coffee operates four cafes and a roasting facility in St. Louis, Missouri. Visit www.parkavenuecoffee.com for more information."
Panama La Esmeralda Noria Enero Geisha,95,Temple Coffee and Tea,California,['Sacramento'],['western Panama'],['Boquete growing region'],Medium-Light,57.0,83.0,76.0,226.8,January 2017,9.0,9.0,9.0,9.0,9.0,"Delicately and sweetly tart. Lush rose, almond, plum, roasted cacao nib, tangerine zest in aroma and cup. Zesty, juicy-rich acidity; full, buoyant mouthfeel. The deeply sweet, resonant finish confidently rings on with all of the flavor notes from the cup.","Coffee from trees of the botanical variety Gesha (also Geisha) grown on Price Peterson’s Hacienda La Esmeralda in Panama first introduced this extraordinary variety of Arabica to the world. With its bold, boat-shaped beans and distinctive floral and crisply cacao-toned cup, the Gesha continues to be one of the world’s most sought-after coffees, and the Esmeralda versions remain among the most authentic. This is a wet-processed or “washed” version, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information."
Rwanda Bufcafe,95,JBC Coffee Roasters,Wisconsin,['Madison'],['Rwanda'],"['Nyamagabe district', ' Southern Province']",Medium-Light,54.0,78.0,17.25,340.19,January 2017,9.0,9.0,9.0,9.0,9.0,"Crisply sweet, intricately layered. Grapefruit, cocoa nib, honeysuckle, white sage, a suggestion of wild mushroom in aroma and cup. Juicy, balanced acidity; velvety-smooth mouthfeel. The sweet-savory finish is flavor-saturated, leading with fruit and floral tones in the short and culminating in umami-toned intrigue with hints of white sage and wild mushroom.","This exceptional coffee was selected as the No. 12 coffee on Coffee Review’s list of the Top 30 Coffees of 2017. Produced from trees of the Bourbon variety of Arabica. Epiphanie Mukashyaka established the now famous Bufcafe washing station or wet mill following the Rwandan genocide and the loss of most of her family. She and her son now operate two wet mills and a dry mill in the area. Processed by the conventional wet or “washed” method, in which skin and fruit flesh are removed from the beans or seeds before they are dried. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information."
Ethiopia Queen Sheba Natural Yirgacheffe Phoenix Special,94,Simon Hsieh's Aroma Roast Coffees,Taiwan,['Taoyuan'],['southern Ethiopia'],['Yirgacheffe growing region'],Medium-Light,54.0,76.0,49.5,453.59,January 2017,9.0,9.0,9.0,8.0,9.0,"Evaluated as espresso. Crisp, deeply sweet, complex. Sandalwood, lychee, orange zest, narcissus, cumin in aroma and small cup. Full, creamy mouthfeel; floral-toned, chocolaty finish. Elegantly rich in three parts milk: sandalwood and lychee in the short finish and cocoa-toned floral notes with a hint of spice in the long.","Southern Ethiopia coffees like this one are produced from distinctive Ethiopian varieties of Arabica long grown in the region. This is a “natural” or dry-processed version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. In addition to his retail roasting operation, Aroma Roast Coffees, Simon Hsieh also operates Soaring Phoenix Trading, a business focused on purpose-built commercial espresso blends and high quality single-origin coffees. Visit www.facebook.com/4ArtsZeroDefectCoffees or call 886-0983-749876 for more information."
Ulos Batak Sumatra Peaberry,97,JBC Coffee Roasters,Wisconsin,['Madison'],['Indonesia'],['Northern Sumatra'],Medium-Light,57.0,76.0,18.6,340.19,January 2017,10.0,9.0,9.0,10.0,9.0,"Intensely rich, complex, vast. Plumeria, chocolate fudge, white grapefruit, perique (fermented) pipe tobacco, white truffle in aroma and cup. Juicy, bright acidity; plush, syrupy mouthfeel. The resonant, flavor-saturated finish is long, balanced, and reiterates all of the tendencies in the cup: sweet (plumeria, chocolate), tart (white grapefruit), savory (pipe tobacco, truffle).","This exceptional coffee was selected as the No. 3 coffee on Coffee Review’s list of the Top 30 Coffees of 2017. Coffees from the northern part of the Indonesian island of Sumatra are admired for their complex earth and fruit notes that appear to result largely from unorthodox fruit removal and drying practices called “wet hulling.” This is a splendid example of the potential of the type. This sample consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information."
Bernachon High-Level Espresso,94,Wei Chuan Foods Corporation,Taiwan,['Taipei'],"['Sumatra', 'Guatemala', 'Ethiopia']",['Brazil; Mandheling'],Medium,50.0,64.0,14.4,454,December 2016,9.0,9.0,9.0,8.0,9.0,"Evaluated as espresso. Intensely sweet, richly tart. Dried apricot, grapefruit zest, dark chocolate, lilac-like flowers, tamarind in aroma and small cup.  Full, syrupy mouthfeel. The focused finish is concentrated around dried apricot and tamarind in the short and dark chocolate in the long. In three parts milk, the chocolate notes bloom alongside sweetly tart hints of tamarind.",Wei Chuan Foods Corporation is an international food-science corporation. This coffee is a production of its specialty beverages research and development program. Visit www.weichuan.com.tw or call +866-0800-021-007 for more information.
Mora Negra Geisha Hartmann Farm,95,Mudhouse Coffee Roasters,Virginia,['Charlottesville'],['far western Panama'],['Chiriqui Province'],Medium-Light,56.0,78.0,29.0,226.8,December 2016,9.0,9.0,9.0,9.0,9.0,"Deeply rich, intricately composed. Raspberry jam, peppermint, lilac, fine musk, roasted cacao nib in aroma and cup. Gentle, sweet acidity; plush, satiny mouthfeel. The delicate but resonant finish is redolent of cocoa-toned peppermint, richly drying and invitingly sweet.","Produced from trees of the rare Ethiopia-derived botanical variety Gesha (also Geisha) by the Hartmann family. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the world’s most unique coffees. This is a dry-processed or “natural” Gesha, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Mudhouse Coffee Roasters, Roast Magazine's 2017 Micro-Roaster of the Year, is a small, quality-focused roaster in Charlottesville, Virginia that specializes in ""super-specialty"" coffees. This focus, along with their commitment to environmentally and socially sustainable coffee production, is what led them to planting a coffee farm in Boquete, Panama along with partners Willem Boot and Kelly Hartmann. Visit www.mudhouse.com for more information."
Gori Gesha Forest,95,Mudhouse Coffee Roasters,Virginia,['Charlottesville'],['western Ethiopia'],['Bench-Maji Zone'],Medium-Light,54.0,74.0,35.0,226.8,December 2016,9.0,9.0,9.0,9.0,9.0,"Deeply sweet, intense, spice-toned. Aromatic orchid, spice box, watermelon, pink peppercorn, baker’s chocolate in aroma and cup. Vibrantly sweet-tart, balanced acidity; full, syrupy mouthfeel. The resonant short finish centers around watermelon and chocolate, while a surprising note of tropical coconut surfaces in the long.","Produced from trees of the rare botanical variety Gesha (also Geisha) in the Gori Forest of Ethiopia, where the Gesha variety is presumed to have originated before having been carried to other parts of the world and eventually to Panama, where it was isolated and first celebrated in 2004. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the world’s most unique coffees. This is a dry-processed or “natural” Gesha, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Mudhouse Coffee Roasters, Roast Magazine's 2017 Micro-Roaster of the Year, is a small, quality-focused roaster in Charlottesville, Virginia that specializes in ""super-specialty"" coffees. This focus, along with their commitment to environmentally and socially sustainable coffee production, is what led them to planting a coffee farm in Boquete, Panama along with partners Willem Boot and Kelly Hartmann. Visit www.mudhouse.com for more information."
Ethiopia Natural Hambela Buku,94,Kakalove Cafe,Taiwan,['Chia-Yi'],['southern Ethiopia'],"['Hambela Wamena District', ' Guji Zone', ' Oromia Region']",Medium-Light,58.0,78.0,19.0,453.59,December 2016,9.0,9.0,9.0,9.0,8.0,"Profoundly sweet, richly composed. Dried mulberry, myrrh, roasted cacao nib, grapefruit zest, wisteria in aroma and cup. Crisp, bright acidity; plush, velvety mouthfeel. The floral-toned finish is resonant with notes of wisteria, cocoa and myrrh.","Southern Ethiopia produces distinctive coffees from traditional varieties of Arabica long grown in the region. This is a “natural” or dry-processed version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information."
Panama Camilina Natural Geisha,94,Klatch Coffee,California,['Los Angeles'],['far western Panama'],"['Piedra Candela', ' Chiriqui Province']",Medium-Light,58.0,78.0,49.95,226.8,December 2016,9.0,9.0,9.0,9.0,8.0,"Deeply rich, enticingly sweet. Butterscotch, peach, narcissus, almond, grapefruit zest in aroma and cup. Juicy, vibrant acidity; full, velvety mouthfeel. All the flavors from the cup carry into a resonant, flavor-saturated short finish, consolidating around butterscotch notes in the long.","Produced from trees of the rare Ethiopia-derived botanical variety Gesha (also Geisha) by farmer Roberto Brenes of Finca La Aurora. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the world’s most unique coffees. This is a dry-processed or “natural” Gesha, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees.Klatch Coffee is an award-winning small-batch roasting company in the Los Angeles area whose resident barista and trainer, Heather Perry, won both the 2003 and 2007 United States Barista Championships brewing a Klatch Coffee espresso blend.Visit www.klatchroasting.com or call 877-455-2824 for more information."
Kenya Nyeri Thageini Peaberry,94,Victrola Coffee Roasters,Washington,['Seattle'],['south-central Kenya'],['Nyeri growing region'],Medium-Light,52.0,71.0,19.5,340.19,December 2016,9.0,9.0,8.0,9.0,9.0,"Delicately rich, gently and sweetly bright. Dark chocolate, peach, blood orange zest, lilac-like flowers, a pungent hint of juniper berry in aroma and cup. Crisp, light-footed acidity; smooth, satiny mouthfeel. Peach, chocolate and flowers carry into a deeply flavor-saturated finish. ","Produced by the Tambaya wet mill, a member of the Rumukia Farmer’s Co-op Society, from trees of the admired SL28 and SL34 varieties. This sample consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. Victrola is a small-batch, hands-on roaster with a passionate commitment to quality and distinctiveness. Visit www.victrolacoffee.com or call 206-624-1725 for more information."
